street-name,count
Rowley ,1
Roxbury Court,1
Roxbury ,1
Ronald ,1
Romar Terrace,1
Savin ,1
Roland ,1
Robinwood ,1
Robken ,1
Rock Terrace,1
Rockdale ,1
Rockford ,1
Rock Hill ,1
Rockledge ,1
Rockmere ,1
Rockmount ,1
Rockne ,1
Rockway ,1
Rockwell ,1
Rocky Nook Terrace,1
Rodman ,1
Rodney ,1
Rogers ,1
Rogers-Crowley Way,1
Roxton ,1
Royal ,1
Royce ,1
Roys ,1
Ryder Hill ,1
Sachem ,1
Sackville ,1
Safford ,1
Sagamore ,1
Salerno ,1
Salman ,1
Salt Lane,1
Sammett ,1
Samuel Morse Way,1
Sanborn ,1
Sanderson ,1
Sanger ,1
Santuit ,1
Sargent Crossway,1
Sargent William G. Walsh Memorial Expressway,1
Saunders ,1
Ryan ,1
Ruxton ,1
Rutledge ,1
Rumford ,1
Roy Smith Bridge,1
Ruffing ,1
Rugby ,1
Rugdale ,1
Rugg ,1
Ruggles Court,1
Ruggles ,1
Running Brook ,1
Rutherford ,1
Rusfield ,1
Rushmore ,1
Ruskindale ,1
Russell ,1
Russett ,1
Rustic ,1
Rustlewood ,1
Robinson ,1
Robey ,1
Robeson ,1
Rexford ,1
Redfield ,1
Redford ,1
Red Pine ,1
Redwood ,1
Reed ,1
Reedsdale ,1
Regal ,1
Regent Circle,1
Regis ,1
Remington ,1
Rendall ,1
Reverend Anthony Ciao Footway,1
Reverend Francis X. Coppens ,1
Reverend James J. Murphy Footway,1
Reverend James L. McGovern Footbridge,1
Reverend John M. Chmielinski ,1
Reverend Richard A. Burke ,1
Reddy ,1
Rector ,1
Realton ,1
Range ,1
Ralston ,1
Ralwood ,1
Ramsdell ,1
Ramsey ,1
Randlett ,1
Randolph ,1
Ranelegh ,1
Ranley ,1
Readville ,1
Ransom ,1
Rawson ,1
Rawston ,1
Raymond ,1
Raynes ,1
Raynor Circle,1
Reading ,1
Reverend Robert M. Costello ,1
Rexhame ,1
Roberts ,1
Reynold ,1
Ridgewood ,1
Ridlon ,1
Riley ,1
Ring ,1
Risley ,1
Ritchie ,1
River  ,1
River  Terrace,1
Riverbank ,1
Rivermoor ,1
Riverside ,1
Riverview ,1
Riverway,1
Roach ,1
Robbart Lane,1
Robert ,1
Robert S. Peabody Circle,1
Ridgeway Lane,1
Ridgeview ,1
Ridgemont ,1
Richardson ,1
Reynolds Court,1
Reynolds Way,1
Rice ,1
Rich ,1
Richard Terrace,1
Richard B. Ross Way,1
Richards ,1
Richfield ,1
Ridgecrest Drive,1
Rich-Hood ,1
Richmere ,1
Richmond  Entrance,1
Richview ,1
Richwood ,1
Ricker Terrace,1
Rickerhill ,1
Saville ,1
Savin Hill ,1
Sunapee Lane,1
St. Germain ,1
St. John ,1
St. Joseph ,1
St. Jude Terrace,1
St. Lukes ,1
St. Margaret ,1
St. Mark ,1
St. Marks ,1
St. Martin ,1
St. Mary's ,1
St. Paul's ,1
St. Peter ,1
St. Richard ,1
St. Rose ,1
St. Stephen ,1
St. Theresa ,1
St. Thomas More ,1
St. William ,1
St. Gregory ,1
St. George ,1
Savin Hill Court,1
St. Edward ,1
South Whitney ,1
Spalding ,1
Spaulding ,1
Speare ,1
Spencer ,1
Spofford ,1
Spurr ,1
St. Albans ,1
St. Alphonsus ,1
St. Andrew ,1
St. Botolph ,1
St. Brendan ,1
St. Casimir ,1
St. Cecilia ,1
St. Charles ,1
St. Clare ,1
St. Cyprian's ,1
Stafford ,1
Stanbro ,1
Standard ,1
Standish ,1
Stony Brook Reservation,1
Stoughton ,1
Stoughton  ,1
Stratford ,1
Strathcona ,1
Strathmore ,1
Stratton ,1
Strong ,1
Stuart ,1
Sturbridge ,1
Sturges ,1
Sturtevant ,1
Sudan ,1
Sullivan Way,1
Summit Circle,1
Sumner Terrace,1
Sumner Tunnel,1
Stonley ,1
Stoneholm ,1
Stonehill ,1
State ,1
Stanhope Court,1
Stanhope ,1
Stanley ,1
Stanton ,1
Stanwood ,1
Stanwood Terrace,1
Stark ,1
Stearns ,1
Stonecrest ,1
Stedman ,1
Steel ,1
Sterling ,1
Stock ,1
Stockton ,1
Stockwell ,1
Stone Terrace,1
South Waverly ,1
South Walter ,1
Southview ,1
Shepard Court,1
Sefton ,1
Segel ,1
Selden ,1
Selwyn ,1
Semont ,1
Senator Bolling Circle,1
Seventh ,1
Sewall ,1
Sexton Court,1
Shabazz Way,1
Shafter ,1
Shandon ,1
Sharp ,1
Shattuck ,1
Shaw ,1
Shawsheen ,1
Sheffield ,1
Sedgwick ,1
Second New Way,1
Second ,1
Schuyler ,1
Savin Hill Lane,1
Savin Hill Terrace,1
Savoy ,1
Sawyer ,1
Sawyer Terrace,1
Saxton ,1
Schubert ,1
Science Drive,1
Seaverns ,1
Scollay ,1
Scottfield ,1
Seaborn ,1
Seafood Way,1
Seager Court,1
Seaport ,1
Searle ,1
Sheldon ,1
Shepard Way,1
South Sydney ,1
Shepherd ,1
South Bay ,1
South Boston Haul ,1
South Bremen ,1
South Campus Drive,1
South Cedar ,1
South Charlame Court,1
South Charlame Terrace,1
South Conway ,1
South Crescent Circuit,1
South Fairview ,1
South Hobart ,1
South Huntington ,1
Southmere ,1
South Munroe Terrace,1
South Point Drive,1
South Quincy ,1
South Russell ,1
Southampton ,1
South  Footway,1
Snowden Way,1
Simbroco ,1
Sherman Court,1
Sherwood Court,1
Sherwood ,1
Short  ,1
Shurland ,1
Sidley ,1
Silber Way,1
Sinclair ,1
Smith Field ,1
Sixteenth ,1
Sixth ,1
Slayton Way,1
Sleeper ,1
Smith Court,1
Smith ,1
Smith Way,1
Liszt ,1
Knox ,1
Linden Court,1
Clearwater Drive,1
Cleaves ,1
Clement ,1
Clermont ,1
Cleveland Circle,1
Cleveland Park,1
Clevemont ,1
Cliffmont ,1
Clifton ,1
Cliftondale ,1
Clipper Ship Lane,1
Clive ,1
Coffey ,1
Colberg ,1
Colbert ,1
Colborne ,1
Colburn ,1
Colby ,1
Cleary ,1
Claymoss ,1
Choice Way,1
Claybourne ,1
Christopher ,1
Church Court,1
Church Green,1
Churchill ,1
Ciao Footway E.B.,1
City ,1
City Hall ,1
City Point Court,1
City View ,1
Clancy ,1
Claremont ,1
Clarence ,1
Clark ,1
Clarkson ,1
Claron ,1
Claxton ,1
Clay ,1
Colchester ,1
Coleman ,1
Coleridge ,1
Coleus Park,1
Cook  Court,1
Cooper ,1
Corbet ,1
Corcilius Way,1
Corcoran Drive,1
Cordis ,1
Cordis  ,1
Corey Terrace,1
Corman ,1
Cornauba ,1
Cornell ,1
Coronado ,1
Cortes ,1
Corwin ,1
Costello Circle,1
Costello  Dor.,1
Cotton ,1
Cook ,1
Conway ,1
Converse ,1
Commercial ,1
Colgate ,1
Collins ,1
Colliston ,1
Colonel Michael J. McDonough Way,1
Colonial ,1
Colorado ,1
Colwell ,1
Commercial Wharf East,1
Conrad ,1
Commercial Wharf West,1
Commodore Terrace,1
Commodore Winslow ,1
Condor ,1
Congress ,1
Coniston ,1
Conley ,1
Chopin Plaza,1
Chittick ,1
Lindall Court,1
Carlson ,1
Carpenter ,1
Carroll ,1
Carrolton ,1
Carson ,1
Carter ,1
Carver ,1
Casey  W.R.,1
Caspar ,1
Caspian Way,1
Cass ,1
Castle Rock ,1
Castleton ,1
Caton ,1
Cawfield ,1
Cedarcrest Lane,1
Cedarcrest ,1
Cedarcrest Terrace,1
Carney Court,1
Carlson Circle,1
Chiswick ,1
Carlos ,1
Buttonwood ,1
Bynner ,1
Byrd ,1
Cabot ,1
Calder ,1
Caldwell ,1
Caledonian ,1
Callahan Tunnel,1
Camden ,1
Cameron ,1
Camp ,1
Canaan ,1
Canal ,1
Capital ,1
Carleton ,1
Carlford ,1
Carlisle ,1
Cedarwood ,1
Cedric ,1
